source_doc,target_doc,similarity,rank,source_corpus,source_book,source_chapter,source_header,author,author_code,short_name,chapter_original,chapter_title,target_corpus,target_source,target_book,target_chapter,target_section,target_genre,target_header
SR-43,1 Kings_22,0.8959537905698882,11,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",KJV,KJV,1 Kings,22,1 Kings,Narrative,1 Kings 22
SR-43,2 Samuel_23,0.89470015995183,12,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",KJV,KJV,2 Samuel,23,2 Samuel,Narrative,2 Samuel 23
SR-43,1 Samuel_4,0.8941980037267907,13,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",KJV,KJV,1 Samuel,4,1 Samuel,Narrative,1 Samuel 4
SR-43,Mosiah_27,0.8911627505078724,14,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-43,1 Samuel_3,0.8909185706863657,15,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",KJV,KJV,1 Samuel,3,1 Samuel,Narrative,1 Samuel 3
SR-43,2 Samuel_1,0.8902516840389023,16,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",KJV,KJV,2 Samuel,1,2 Samuel,Narrative,2 Samuel 1
SR-43,Alma_30,0.8902269635836974,17,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",BOM,BOM_1830,Alma,30,MP-1,Modern_Scripture,Alma 30
SR-43,Alma_10,0.8896075901673991,18,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",BOM,BOM_1830,Alma,10,MP-1,Modern_Scripture,Alma 10
SR-43,1 Kings_2,0.8885759872218527,19,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",KJV,KJV,1 Kings,2,1 Kings,Narrative,1 Kings 2
SR-43,2 Samuel_21,0.8882039610579423,20,JSO,Sidney Rigdon,43,"COMMUNICATIONS. May 27, 1838, Commerce",Sidney Rigdon,SR,SR-43,9,"COMMUNICATIONS. May 27, 1838, Commerce",KJV,KJV,2 Samuel,21,2 Samuel,Narrative,2 Samuel 21
SR-44,1 Samuel_1,0.7929008521735627,1,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,1 Samuel,1,1 Samuel,Narrative,1 Samuel 1
SR-44,1 Samuel_4,0.7888639230673095,2,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,1 Samuel,4,1 Samuel,Narrative,1 Samuel 4
SR-44,Proverbs_31,0.7872676685432418,3,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,Proverbs,31,Proverbs,Poetic/Wisdom,Proverbs 31
SR-44,2 Kings_4,0.7811529099777764,4,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,2 Kings,4,2 Kings,Narrative,2 Kings 4
SR-44,DC_1835__106__sections_125-126-127,0.7807895377534966,5,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",DC,DC_1835,Doctrine and Covenants,125,Sections 125-126-127,Modern_Scripture,"Sections 125, 126 & 127 (1835 Doctrine and Covenants)"
SR-44,BOC_1833__Book_of_Commandments_31,0.7788713748417689,6,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",BOC,BOC_1833,Book of Commandments,31,BOC_31,Modern_Revelation,"[edit] A Revelation to David, given in Fayette, New-York, September, 1830."
SR-44,Job_31,0.7768664335062335,7,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,Job,31,Job,Poetic/Wisdom,Job 31
SR-44,DC_1835__070__section_72,0.7749027737220778,8,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",DC,DC_1835,Doctrine and Covenants,72,Section 72,Modern_Scripture,Section 72 (1835 Doctrine and Covenants)
SR-44,DC_1835__051__section_53,0.7746720578403707,9,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",DC,DC_1835,Doctrine and Covenants,53,Section 53,Modern_Scripture,Section 53 (1835 Doctrine and Covenants)
SR-44,Moroni_3,0.7746419366921096,10,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",BOM,BOM_1830,Moroni,3,MP-2,Modern_Scripture,Moroni 3
SR-44,Alma_63,0.7742596892160873,11,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",BOM,BOM_1830,Alma,63,MP-1,Modern_Scripture,Alma 63
SR-44,Psalms_87,0.7733272671711493,12,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,Psalms,87,Psalms,Poetic/Wisdom,Psalms 87
SR-44,Isaiah_50,0.7697633308852054,13,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,Isaiah,50,Isaiah_40_55,Prophetic,Isaiah 50
SR-44,Job_39,0.7695083402262038,14,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,Job,39,Job,Poetic/Wisdom,Job 39
SR-44,DC_1835__071__section_73,0.7688447146628712,15,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",DC,DC_1835,Doctrine and Covenants,73,Section 73,Modern_Scripture,Section 73 (1835 Doctrine and Covenants)
SR-44,Isaiah_66,0.7688301274384183,16,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,Isaiah,66,Isaiah_56_66,Prophetic,Isaiah 66
SR-44,2 Kings_9,0.7686543772417258,17,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,2 Kings,9,2 Kings,Narrative,2 Kings 9
SR-44,2 Kings_22,0.7676463204346277,18,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,KJV,2 Kings,22,2 Kings,Narrative,2 Kings 22
SR-44,BOC_1833__Book_of_Commandments_57,0.7670268675540274,19,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",BOC,BOC_1833,Book of Commandments,57,BOC_57,Modern_Revelation,"[edit] A Revelation to William, given in Kirtland, Ohio, June, 1831. Behold thus saith the Lord unto you, my servant William; yea, even the Lord of the whole earth,"
SR-44,DC_1835__076__section_79,0.7658031768059134,20,JSO,Sidney Rigdon,44,"Editor of Wasp. Nauvoo, August 27, 1842",Sidney Rigdon,SR,SR-44,10,"Editor of Wasp. Nauvoo, August 27, 1842",DC,DC_1835,Doctrine and Covenants,79,Section 79,Modern_Scripture,Section 79 (1835 Doctrine and Covenants)
SR-45,Alma_56,0.9347462151153594,1,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,56,MP-1,Modern_Scripture,Alma 56
SR-45,Alma_55,0.9334127036359401,2,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,55,MP-1,Modern_Scripture,Alma 55
SR-45,Omni_1,0.9277674113995523,3,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Omni,1,MP-3,Modern_Scripture,Omni 1
SR-45,Alma_30,0.9230051678093782,4,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,30,MP-1,Modern_Scripture,Alma 30
SR-45,Alma_22,0.9202759003971911,5,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,22,MP-1,Modern_Scripture,Alma 22
SR-45,Alma_21,0.917898230989723,6,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,21,MP-1,Modern_Scripture,Alma 21
SR-45,Alma_8,0.9173504107553558,7,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,8,MP-1,Modern_Scripture,Alma 8
SR-45,Mosiah_7,0.9169919350727355,8,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Mosiah,7,MP-1,Modern_Scripture,Mosiah 7
SR-45,Mosiah_18,0.9166584238730731,9,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Mosiah,18,MP-1,Modern_Scripture,Mosiah 18
SR-45,Mosiah_23,0.9153538871434769,10,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Mosiah,23,MP-1,Modern_Scripture,Mosiah 23
SR-45,1_Nephi_8,0.9150707927281282,11,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,1 Nephi,8,MP-3,Modern_Scripture,1 Nephi 8
SR-45,Alma_57,0.9142822999990616,12,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,57,MP-1,Modern_Scripture,Alma 57
SR-45,Mosiah_27,0.914073068042285,13,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-45,1 Samuel_14,0.9134808782463413,14,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",KJV,KJV,1 Samuel,14,1 Samuel,Narrative,1 Samuel 14
SR-45,1_Nephi_17,0.912890320614225,15,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,1 Nephi,17,MP-3,Modern_Scripture,1 Nephi 17
SR-45,Alma_47,0.912456677991392,16,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,47,MP-1,Modern_Scripture,Alma 47
SR-45,Alma_10,0.9117286597371779,17,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,10,MP-1,Modern_Scripture,Alma 10
SR-45,Alma_31,0.9113699984465304,18,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,BOM_1830,Alma,31,MP-1,Modern_Scripture,Alma 31
SR-45,1 Samuel_9,0.9113040582520536,19,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",KJV,KJV,1 Samuel,9,1 Samuel,Narrative,1 Samuel 9
SR-45,1 Kings_12,0.910606424963278,20,JSO,Sidney Rigdon,45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",Sidney Rigdon,SR,SR-45,11,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",KJV,KJV,1 Kings,12,1 Kings,Narrative,1 Kings 12
SR-5,DC_1835__018__section_20,0.9448747081231166,1,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,20,Section 20,Modern_Scripture,Section 20 (1835 Doctrine and Covenants)
SR-5,BOC_1833__Book_of_Commandments_24,0.9397067476673545,2,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOC,BOC_1833,Book of Commandments,24,BOC_24,Modern_Revelation,"[edit] The Articles and Covenants of the church of Christ, given in Fayette, New-York, June, 1830;"
SR-5,Mosiah_29,0.9223904866287789,3,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Mosiah,29,MP-1,Modern_Scripture,Mosiah 29
SR-5,1_Nephi_22,0.9219843967070755,4,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,1 Nephi,22,MP-3,Modern_Scripture,1 Nephi 22
SR-5,DC_1835__066__section_68,0.9188627542560116,5,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,68,Section 68,Modern_Scripture,Section 68 (1835 Doctrine and Covenants)
SR-5,DC_1835__107__section_128,0.9173034458710847,6,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,128,Section 128,Modern_Scripture,Section 128 (1835 Doctrine and Covenants)
SR-5,2_Nephi_25,0.9169137849676127,7,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,2 Nephi,25,MP-3,Modern_Scripture,2 Nephi 25
SR-5,Alma_46,0.916051160923521,8,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Alma,46,MP-1,Modern_Scripture,Alma 46
SR-5,DC_1835__102__section_107,0.915540846509857,9,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,107,Section 107,Modern_Scripture,Section 107 (1835 Doctrine and Covenants)
SR-5,Alma_12,0.9146414539148477,10,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Alma,12,MP-1,Modern_Scripture,Alma 12
SR-5,Mosiah_27,0.9133054311527034,11,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-5,Ether_13,0.9123969362074961,12,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Ether,13,MP-2,Modern_Scripture,Ether 13
SR-5,2_Nephi_28,0.9110299034096913,13,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,2 Nephi,28,MP-3,Modern_Scripture,2 Nephi 28
SR-5,DC_1835__097__section_102,0.9109290827267661,14,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,102,Section 102,Modern_Scripture,Section 102 (1835 Doctrine and Covenants)
SR-5,Alma_37,0.9092912687664492,15,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Alma,37,MP-1,Modern_Scripture,Alma 37
SR-5,Mormon_5,0.9089337102535814,16,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Mormon,5,MP-2,Modern_Scripture,Mormon 5
SR-5,Alma_13,0.9088151702087754,17,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Alma,13,MP-1,Modern_Scripture,Alma 13
SR-5,Mosiah_3,0.9085755707557801,18,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Mosiah,3,MP-1,Modern_Scripture,Mosiah 3
SR-5,Alma_17,0.9082713438943038,19,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Alma,17,MP-1,Modern_Scripture,Alma 17
SR-5,Alma_50,0.907938358434409,20,JSO,Sidney Rigdon,5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",Sidney Rigdon,SR,SR-5,3-3,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,BOM_1830,Alma,50,MP-1,Modern_Scripture,Alma 50
SR-6,DC_1835__018__section_20,0.964922205919163,1,JSO,Sidney Rigdon,6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",Sidney Rigdon,SR,SR-6,3-4,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,20,Section 20,Modern_Scripture,Section 20 (1835 Doctrine and Covenants)
SR-6,BOC_1833__Book_of_Commandments_24,0.9562413608019066,2,JSO,Sidney Rigdon,6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",Sidney Rigdon,SR,SR-6,3-4,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",BOC,BOC_1833,Book of Commandments,24,BOC_24,Modern_Revelation,"[edit] The Articles and Covenants of the church of Christ, given in Fayette, New-York, June, 1830;"
SR-6,DC_1835__107__section_128,0.9467391666865858,3,JSO,Sidney Rigdon,6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",Sidney Rigdon,SR,SR-6,3-4,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,128,Section 128,Modern_Scripture,Section 128 (1835 Doctrine and Covenants)
SR-6,DC_1835__102__section_107,0.9464518464089536,4,JSO,Sidney Rigdon,6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",Sidney Rigdon,SR,SR-6,3-4,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,107,Section 107,Modern_Scripture,Section 107 (1835 Doctrine and Covenants)
SR-6,Mosiah_7,0.9353945649335492,5,JSO,Sidney Rigdon,6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",Sidney Rigdon,SR,SR-6,3-4,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",BOM,BOM_1830,Mosiah,7,MP-1,Modern_Scripture,Mosiah 7
SR-6,Mosiah_27,0.9351977058733516,6,JSO,Sidney Rigdon,6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",Sidney Rigdon,SR,SR-6,3-4,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-6,DC_1835__074__section_76,0.9313433722566887,7,JSO,Sidney Rigdon,6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",Sidney Rigdon,SR,SR-6,3-4,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",DC,DC_1835,Doctrine and Covenants,76,Section 76,Modern_Scripture,Section 76 (1835 Doctrine and Covenants)
SR-6,Ether_13,0.9307802200220747,8,JSO,Sidney Rigdon,6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",Sidney Rigdon,SR,SR-6,3-4,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",BOM,BOM_1830,Ether,13,MP-2,Modern_Scripture,Ether 13
